id,nombre,tipo_cocina,localizacion,descripcion,puntuacion_media,num_valoraciones
3837,Tapas Atlántico,americana,Bilbao,"Restaurante de cocina india situado en un entorno animado y perfecto para grupos. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana. Cuenta con carta de vinos seleccionada y cervezas artesanas. El equipo de cocina apuesta por sabores intensos.",3.91,326
3838,Ramen Galicia,americana,Santiago,"Ofrece opciones para vegetarianos y celíacos. Restaurante de cocina healthy situado en un entorno elegante pero cercano. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para brunch de fin de semana. El espacio combina mesas altas y bajas.",4.34,205
3839,Tandoori World,mexicana,Málaga,"Dispone de menú del día con varias alternativas. La presentación de los platos está muy cuidada. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas de negocio. Restaurante de cocina mexicana situado en un entorno romántico con iluminación tenue.",3.65,429
3840,Sushi Roma,gallega,Bilbao,"La relación calidad-precio es uno de sus puntos fuertes. Restaurante de cocina gallega situado en un entorno moderno y luminoso. Especializado en carnes a la brasa de larga maduración, resulta ideal para comidas de negocio. El local admite reservas para grupos grandes.",4.62,468
3841,Burger Urbano,mediterránea,Vigo,"Especializado en sushi fresco preparado al momento, resulta ideal para salidas con amigos. El servicio es cercano y cuida cada detalle. Se pueden adaptar platos al gusto del cliente. Restaurante de cocina italiana situado en un entorno urbano de estilo industrial.",4.12,275
3842,Curry Roma,italiana,A Coruña,"Incluye opciones sin gluten bajo petición. Especializado en tapas variadas para compartir, resulta ideal para reuniones informales. La presentación de los platos está muy cuidada. Restaurante de cocina healthy situado en un entorno animado y perfecto para grupos.",4.11,468
3843,Grill Viva,fusión,A Coruña,"La mayoría de los ingredientes son de proximidad. Restaurante de cocina italiana situado en un entorno informal y desenfadado. Especializado en postres caseros inspirados en recetas locales, resulta ideal para eventos de empresa. El servicio es cercano y cuida cada detalle.",3.81,441
3844,Tapas Do Sol,italiana,A Coruña,"Restaurante de cocina vegana situado en un entorno tranquilo y silencioso. La mayoría de los ingredientes son de proximidad. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas de negocio.",4.93,417
3845,Casa Bella,vegana,Málaga,"Incluye opciones sin gluten bajo petición. La presentación de los platos está muy cuidada. Restaurante de cocina mediterránea situado en un entorno elegante pero cercano. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para eventos de empresa.",3.87,299
3846,Casa Fusión,mexicana,Vigo,"Restaurante de cocina mexicana situado en un entorno acogedor y cálido. Especializado en sushi fresco preparado al momento, resulta ideal para comidas rápidas entre semana. Ofrece opciones para vegetarianos y celíacos. La relación calidad-precio es uno de sus puntos fuertes.",4.93,184
3847,Bistro Zen,gallega,Pontevedra,"La música de fondo crea un ambiente agradable. Restaurante de cocina china situado en un entorno animado y perfecto para grupos. La relación calidad-precio es uno de sus puntos fuertes. Especializado en ramen casero con caldo de larga cocción, resulta ideal para salidas con amigos.",4.35,310
3848,Wok Zen,gallega,Ourense,"Especializado en pizzas artesanales al horno de leña, resulta ideal para celebraciones familiares. Restaurante de cocina gallega situado en un entorno moderno y luminoso. Suele incorporar sugerencias fuera de carta. El servicio es cercano y cuida cada detalle.",4.28,216
3849,Ramen House,americana,Sevilla,"Suele incorporar sugerencias fuera de carta. Restaurante de cocina gallega situado en un entorno urbano de estilo industrial. Especializado en postres caseros inspirados en recetas locales, resulta ideal para celebraciones familiares. Incluye opciones sin gluten bajo petición.",4.89,312
3850,Brasserie Urbano,china,Bilbao,"Restaurante de cocina mediterránea situado en un entorno elegante pero cercano. Cuenta con carta de vinos seleccionada y cervezas artesanas. La mayoría de los ingredientes son de proximidad. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana.",3.77,106
3851,Wok Friends,gallega,A Coruña,"Suele incorporar sugerencias fuera de carta. Restaurante de cocina india situado en un entorno urbano de estilo industrial. Dispone de menú del día con varias alternativas. Especializado en ensaladas healthy con productos de temporada, resulta ideal para reuniones informales.",4.49,486
3852,Grill Friends,mexicana,Zaragoza,"Restaurante de cocina mediterránea situado en un entorno moderno y luminoso. Especializado en carnes a la brasa de larga maduración, resulta ideal para reuniones informales. Cuenta con carta de vinos seleccionada y cervezas artesanas. Suele incorporar sugerencias fuera de carta.",3.54,390
3853,Brasserie Centro,fusión,Valencia,"Es habitual encontrar productos de temporada en el menú. Restaurante de cocina italiana situado en un entorno urbano de estilo industrial. Especializado en sushi fresco preparado al momento, resulta ideal para brunch de fin de semana. La música de fondo crea un ambiente agradable.",4.09,376
3854,Ramen Del Mar,italiana,Málaga,"Restaurante de cocina china situado en un entorno urbano de estilo industrial. El servicio es cercano y cuida cada detalle. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas rápidas entre semana. La presentación de los platos está muy cuidada.",4.7,128
3855,Pizzería Rica,italiana,Zaragoza,"Dispone de menú del día con varias alternativas. Especializado en ensaladas healthy con productos de temporada, resulta ideal para comidas de negocio. Es habitual encontrar productos de temporada en el menú. Restaurante de cocina healthy situado en un entorno urbano de estilo industrial.",4.95,90
3856,Curry Gourmet,americana,Valencia,"El servicio es cercano y cuida cada detalle. Es habitual encontrar productos de temporada en el menú. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para cenas en pareja. Restaurante de cocina fusión situado en un entorno elegante pero cercano.",4.64,67
3857,Bistro Lumière,gallega,Zaragoza,"Es habitual encontrar productos de temporada en el menú. Especializado en ensaladas healthy con productos de temporada, resulta ideal para celebraciones familiares. La cocina es visible desde la sala principal. Restaurante de cocina mexicana situado en un entorno elegante pero cercano.",3.68,114
3858,Cantina Select,mediterránea,Barcelona,"Restaurante de cocina india situado en un entorno acogedor y cálido. Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas rápidas entre semana. Cuenta con carta de vinos seleccionada y cervezas artesanas. Suele incorporar sugerencias fuera de carta.",4.81,297
3859,Pizzería Atlántico,gallega,Zaragoza,"Restaurante de cocina italiana situado en un entorno urbano de estilo industrial. El espacio combina mesas altas y bajas. El local admite reservas para grupos grandes. Especializado en platos de cuchara tradicionales, resulta ideal para celebraciones familiares.",4.35,327
3860,Fonda World,china,Málaga,"La música de fondo crea un ambiente agradable. Restaurante de cocina healthy situado en un entorno informal y desenfadado. La mayoría de los ingredientes son de proximidad. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para salidas con amigos.",3.66,495
3861,Cantina Urbano,italiana,Zaragoza,"Ofrece opciones para vegetarianos y celíacos. La relación calidad-precio es uno de sus puntos fuertes. Restaurante de cocina fusión situado en un entorno acogedor y cálido. Especializado en ramen casero con caldo de larga cocción, resulta ideal para brunch de fin de semana.",3.61,257
3862,Cantina Do Sol,healthy,Sevilla,"Especializado en tapas variadas para compartir, resulta ideal para brunch de fin de semana. El espacio combina mesas altas y bajas. La cocina es visible desde la sala principal. Restaurante de cocina americana situado en un entorno animado y perfecto para grupos.",4.69,177
3863,Taberna Atlántico,india,Vigo,"Especializado en pizzas artesanales al horno de leña, resulta ideal para brunch de fin de semana. Se pueden adaptar platos al gusto del cliente. La cocina es visible desde la sala principal. Restaurante de cocina mediterránea situado en un entorno animado y perfecto para grupos.",3.75,148
3864,Tandoori House,italiana,Valencia,"Especializado en postres caseros inspirados en recetas locales, resulta ideal para celebraciones familiares. Restaurante de cocina japonesa situado en un entorno informal y desenfadado. La presentación de los platos está muy cuidada. El servicio es cercano y cuida cada detalle.",4.86,121
3865,Burger Bella,japonesa,Barcelona,"El local admite reservas para grupos grandes. Especializado en platos de cuchara tradicionales, resulta ideal para reuniones informales. Restaurante de cocina italiana situado en un entorno animado y perfecto para grupos. La mayoría de los ingredientes son de proximidad.",4.0,344
3866,Sushi Do Sol,vegana,Barcelona,"La presentación de los platos está muy cuidada. Restaurante de cocina italiana situado en un entorno animado y perfecto para grupos. El local admite reservas para grupos grandes. Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas rápidas entre semana.",3.8,259
3867,Burger Delicias,india,A Coruña,"Especializado en sushi fresco preparado al momento, resulta ideal para comidas rápidas entre semana. Restaurante de cocina mediterránea situado en un entorno informal y desenfadado. El local admite reservas para grupos grandes. La presentación de los platos está muy cuidada.",3.85,264
3868,Osteria Roma,healthy,Madrid,"Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en pizzas artesanales al horno de leña, resulta ideal para eventos de empresa. El espacio combina mesas altas y bajas. Restaurante de cocina fusión situado en un entorno tranquilo y silencioso.",3.95,452
3869,Tandoori Rica,china,Ourense,"La relación calidad-precio es uno de sus puntos fuertes. Especializado en tapas variadas para compartir, resulta ideal para eventos de empresa. Restaurante de cocina fusión situado en un entorno informal y desenfadado. El local admite reservas para grupos grandes.",3.67,42
3870,Casa Rica,americana,Ourense,"Especializado en platos de cuchara tradicionales, resulta ideal para salidas con amigos. El local admite reservas para grupos grandes. La mayoría de los ingredientes son de proximidad. Restaurante de cocina gallega situado en un entorno animado y perfecto para grupos.",4.63,21
